"Date";"Year";"Type";"Country";"Area";"Location";"Injury";"Species";"href formula"
"17-Feb-1990";1990;"Unprovoked";"USA";"Hawaii";"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu";"Right arm severed  FATAL";"Two sharks seen in vicinity: 2.4 m & 4.25 m  [8' & 14'] TL";"http://sharkattackfile.net/spreadsheets/pdf_directory/1990.02.17-Tanaka.pdf"
"05-Feb-1990";1990;"Unprovoked";"USA";"Florida";"Monster Hole, Sebastian Inlet, Indian River County";"Foot bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1990.02.05-Ferguson.pdf"
"12-Jan-1990";1990;"Unprovoked";"USA";"California";"Montera Beach, San Mateo County";"No injury, board bitten";"3 m to 4 m [10' to 13'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1990.01.12-Sullivan_Collier.pdf"
"1990";1990;"Unprovoked";"USA";"Florida";"Pensacola, Escambia County";"";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1990.00.00-NV-Pensacola.pdf"
"19-Dec-1989";1989;"Provoked";"USA";"Hawaii";"90 miles east of Hilo, Hawai'i";"Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.19-Sohswel.pdf"
"03- Dec-1989";1989;"Unprovoked";"AUSTRALIA";"Northern Territory";"Gove Peninsula near Darwin";"No details, ""recovering in Darwin Hospital""""""";"Tiger shark, 2m ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.03-Johnson.pdf"
"02-Dec-1989";1989;"Invalid";"AUSTRALIA";"Queensland";"Fraser Island";"Swept out to sea, feared taken by shark";"Shark involvement prior to death was not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.02-Preston.pdf"
"22-Nov-1989";1989;"Unprovoked";"AUSTRALIA";"Victoria";"Kilcunda";"Thigh bitten";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.22-White.pdf"
"18-Nov-1989";1989;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Melkbosstrand";"FATAL";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.18-VanNiekerk.pdf"
"12-Nov-1989";1989;"Invalid";"USA";"Hawaii";"Ehukai Beach Park, Sunset Beach, O'ahu";"Lower porton of body recovered 3 days later. Note: rare sighting of shark made at same beach on 11-5-1989 ";"Shark involvement prior to death was not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.12-Malek.pdf"
"02-Nov-1989";1989;"Unprovoked";"AUSTRALIA";"Queensland";"Mermaid Waters";"Left ankle broken & lacerated";"2 m shark, possibly a bronze whaler";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.02-Fredriksen.pdf"
"Reported 29-Oct-1989";1989;"Unprovoked";"AUSTRALIA";"Northern Territory";"Edith Falls";"Puncture marks to right calf";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.29.R-Kaesler.pdf"
"22-Oct-1989";1989;"Unprovoked";"AUSTRALIA";"Tasmania";"Shelly Point ";"No injury, board bitten";"2.7 m [9'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.22-Jillet.pdf"
"14-Oct-1989";1989;"Invalid";"USA";"Hawaii";"Kahe Point, O'ahu";"Disappeared 15 minutes into shallow dive. Decapitated body minus arm found by divers the following morning, then a large tiger shark appeared and consumed most of remains";"Shark involvement suspected but not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.14-Mehl.pdf"
"11-Oct-1989";1989;"Unprovoked";"USA";"Texas";"Surfside Beach";"Foot & leg bitten";"4' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.11-Largent.pdf"
"08-Oct-1989";1989;"Invalid";"USA";"North Carolina";"Between Wrightsville Beach & Carolina Beach, New Hanover County";"FATAL";"Shark involvement suspected but not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.08-Nunnally.pdf"
"01-Oct-1989";1989;"Unprovoked";"AUSTRALIA";"Victoria";"Surfers Point, Phillip Island";"No details";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.01-Benson.pdf"
"17-Sep-1989";1989;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Smitswinkel, False Bay";"Chest lacerated";"White shark, identified by tooth pattern";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.17-GerjoVanNiekerk.pdf"
"13-Sep-1989";1989;"Provoked";"USA";"Florida";"Gulf of Mexico, 22 miles from Pensacola";"Bitten by hooked shark PROVOKED INCIDENT";"150-lb shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.13-Swafford.pdf"
"10-Sep-1989";1989;"Boat";"USA";"California";"Off Palos Verdes Estates, Los Angeles";"No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass";"4 to 5 m white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.10-DeCristo_Collier.pdf"
"09-Sep-1989";1989;"Unprovoked";"USA";"California";"Southeast Farallon Island, Farallon Islands";"Leg bitten";"4 m to 5 m [13' to 16.5']  white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.09-Tisserand_Collier.pdf"
"09-Sep-1989";1989;"Unprovoked";"USA";"North Carolina";"Salvo, Dare County";"Non-fatal";"Sandbar shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.09.a-Ballard.pdf"
"03-Sep-1989";1989;"Provoked";"USA";"California";"24 km off Santa Catalina Island in the Channel Islands";"Hand  & both arms bitten   PROVOKED INCIDENT";"Blue Shark ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.03-Stroup.pdf"
"29-Aug-1989";1989;"Provoked";"AUSTRALIA";"Queensland";"SeaWorld Theme Park";"Left leg bitten by captive shark                   PROVOKED INCIDENT";"Grey nurse shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.29-Richardson.pdf"
"22-Aug-1989";1989;"Unprovoked";"USA";"Florida";"St Augustine, St Johns County";"3 wounds on left hand";"1.2 m [4'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.22.b-McKnight.pdf"
"22-Aug-1989";1989;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Mossel Bay";"Multiple Injuries";">3.4 m [11'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.22.a-vonBroembsen.pdf"
"13-Aug-1989";1989;"Unprovoked";"AUSTRALIA";"New South Wales";"Lennox Head";"No injury, shark took chunk out of surfboard";"Bronze whaler shark, 3 m [10'] ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.13-Guy.pdf"
"09-Aug-1989";1989;"Unprovoked";"BAHAMAS";"Great Exuma Island";"Highborn Cay";"Severe hand and arm injuries; right hand surgically amputated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.09-StClair.pdf"
"Reported    06-Aug-1989";1989;"Provoked";"AUSTRALIA";"Queensland";"Moreton Bay";"Laceration to arm  PROVOKED INCIDENT";"3.5 m white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.06.R-Hislop.pdf"
"27-Jul-1989";1969;"Invalid";"BERMUDA";"";"";"FATAL";"Shark involvement suspected but not confirmed";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.27-SovietDiver.pdf"
"20-Jul-1989";1989;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Jeffreys Bay";"Torso bitten";"2.5 m [8.25'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.20-Razzano.pdf"
"19-Jul-1989";1989;"Unprovoked";"REUNION";"Sainte-Suzanne";"Temple Tamoule";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.19-Giraud.pdf"
"14-Jul-1989";1989;"Unprovoked";"USA";"Florida";"Cocoa Beach, Brevard County";"5-inch gash on left leg";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.14-JohnO'Brien.pdf"
"07-Jul-1989";1989;"Unprovoked";"USA";"Texas";"Sargent Beach, Matagorda County";"Leg bitten";"4' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.07-Richbourg.pdf"
"29-Jun-1989";1989;"Unprovoked";"USA";"Hawaii";"Anahola, Kaua'i";"Foot & ankle severely bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.29-Paden.pdf"
"17-Jun-1989";1989;"Unprovoked";"USA";"Louisiana";"40 miles off Cocodrie";"Puncture wounds & lacerations to both legs";"1.8 m [6'] sandtiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.17-Loe.pdf"
"06-Jun-1989";1989;"Unprovoked";"ITALY";"Tuscany";"Marinella, between Punta Blanca & Marine del Carrara ";"Upper right thigh bitten";"3 m [10'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.06-Bocedi.pdf"
"05-Jun-1989";1989;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Jeffreys Bay";"No injury, board bitten";"3 m [10'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.05-Jacobs.pdf"
"03-Jun-1989";1989;"Unprovoked";"SOUTH AFRICA";"Eastern Cape Province";"Gonubie";"Forearm bitten";"2.5 m [8.25'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.03-Krouse.pdf"
"Jun-1989";1989;"Invalid";"JAPAN";"Sea of Japan";"";"Doubtful incident, needs investigation";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.00-Sea-of-Japan.pdf"
"23-Apr-1989";1989;"Unprovoked";"USA";"Florida";"Loggerhead Park, Juno Beach, Palm Beach County";"Right calf bitten";"1.2 m [4'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.23-Scherger.pdf"
"12-Apr-1989";1989;"Unprovoked";"USA";"Washington";"Pacific Beach, Grays Harbor County";"Forearm bitten";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.12-Harms_Collier.pdf"
"09-Apr-1989";1989;"Boat";"USA";"California";"Monterey Bay, Monterey County";"No injury to occupants. Shark rammed boat 4 times";"5 m to 7 m white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.09-Capella.pdf"
"03-Apr-1989";1989;"Unprovoked";"USA";"Hawaii";"Ho'okipa Beach, Pa'ia, Maui";"Calf lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.03-McLain.pdf"
"Apr-1989";1989;"Unprovoked";"USA";"Hawaii";"Kekaha Beach, Kaua'i";"Board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by shark’s teeth";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.00-Allen.pdf"
"09-Mar-1989";1989;"Unprovoked";"AUSTRALIA";"South Australia";"Waitpinga Beach, near Victor Harbor, Encounter Bay";"Thigh bitten FATAL";"2 m [6.75'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.09-Foale.pdf"
"04-Mar-1989";1989;"Boating";"AUSTRALIA";"Western Australia";"Near Broome in Roebuck Bay";"No injury, but the kayak was bitten by the shark";"Tiger shark, 3.5 m ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.04-Courtenay.pdf"
"19-Feb-1989";1989;"Provoked";"SOUTH AFRICA";"Western Cape Province";"";"Thigh lacerated & abraded  PROVOKED INCIDENT";"3 m [10'] gaffed shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.19.R-DeJager.pdf"
"15-Feb-1989";1989;"Unprovoked";"SOUTH AFRICA";"KwaZulu-Natal";"Richards Bay";"Foot bruised & minor lacerations";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.15-Abel.pdf"
"02-Feb-1989";1989;"Unprovoked";"ITALY";"Tyrrhenian Sea";"Golfo di Baratti, near Piombino (Tuscany)";"FATAL. His body not recovered";"6 m [20'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.02-Constanzo.pdf"
"26-Jan-1989";1989;"Invalid";"USA";"California";"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County";"Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement";"Invalid";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.b-Stoddard.pdf"
"26-Jan-1989";1989;"Unprovoked";"USA";"California";"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County";"FATAL, thigh bitten, hands lacerated  ";"5 m [16.5'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.a-McAllister_Collier.pdf"
"20-Jan-1989";1989;"Unprovoked";"USA";"Hawaii";"Waialua Beach, Moloka'i";"Foot bitten";"1.8 m to 2.4 m [6' to 8'] hammerhead shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.b-Dunnam.pdf"
"20-Jan-1989";1989;"Unprovoked";"SOUTH AFRICA";"KwaZulu-Natal";"Isipingo";"Thigh bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.a-Sarjoo.pdf"
"08-Jan-1989";1989;"Unprovoked";"USA";"Hawaii";"Wailua, Kaua'i";"Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.08-Ahlstrand.pdf"
"03-Jan-1989";1989;"Unprovoked";"AUSTRALIA";"New South Wales";"Half Tide Beach, Evans Head";"Abdomen lacerated, surfboard holed";"Tiger shark, 4 m [13'] ";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.03-McGuire.pdf"
"1989";1989;"Unprovoked";"PAPUA NEW GUINEA";"New Ireland";"Kavieng";"Thigh & calf bitten";"7' silvertip shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00.b-Halstead"
"1989";1989;"Unprovoked";"USA";"Virginia";"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet";"No injury, shark grabbed his fish and chased him to the boat";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00.a-Virginia-spearfisherman.pdf"
"15-Dec-1988";1988;"Unprovoked";"CHILE";"Valpariso Province";"Valpariso";"FATAL";"16' white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.12.15-Avalos.pdf"
"08-Nov-1988";1988;"Sea Disaster";"AUSTRALIA";"Queensland";"Off North Keppel Island, off Yeppoon";"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""""""";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.08-BruceCoucom.pdf"
"07-Nov-1988";1988;"Sea Disaster";"AUSTRALIA";"Queensland";"Off North Keppel Island, off Yeppoon";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.07-CedricCoucom.pdf"
"24-Oct-1988";1988;"Sea Disaster";"PHILIPPINES";"Viscayan Sea";"";"According to survivors, many people were taken by sharks";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.24-DonaMarilyn.pdf"
"23-Oct-1988";1988;"Unprovoked";"USA";"Oregon";"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ";"Leg bitten & femur fractured";"5.5 m to 6 m [18' to 20']  white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.23-Kapan_Collier.pdf"
"22-Oct-1988";1988;"Unprovoked";"AUSTRALIA";"Victoria";"Phillip Island";"Lacerations to right leg";"7' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.22-Wonham.pdf"
"14-Oct-1988";1988;"Unprovoked";"USA";"Florida";"Boca Raton, Palm Beach County";"Lacerations to left thigh";"6' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.14-Shulman.pdf"
"11-Oct-1988";1988;"Unprovoked";"USA";"Florida";"Fort Pierce, St. Lucie County ";"Left leg lacerated";"1.2 m to 1.5 m [4' to 5'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.11-Goodson.pdf"
"10-Oct-1988";1988;"Unprovoked";"USA";"Florida";"Playalinda, Brevard County";"Hand lacerated";"1.2 m to 1.5 m [4' to 5'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.10-Turowski.pdf"
"06-Oct-1988";1988;"Unprovoked";"AUSTRALIA";"South Australia";"Moama Beach";"Lower right  leg lacerated";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.06-MurrayTaylor.pdf"
"Oct-1988";1988;"Unprovoked";"USA";"Florida";"Sanibel Island, Lee County";"Leg lacerated";"1.2 m [4'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.00-SallyJoScott.pdf"
"28-Sep-1988";1988;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Lacerations to foot";"5' shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.28-Garvin.pdf"
"13-Sep-1988";1988;"Unprovoked";"USA";"Florida";"Shell Island Panama City Beach, Bay County";"Dennis' hand injured; Ann's right forearm bitten";"1.8 m [6'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.b-Hadden.pdf"
"13-Sep-1988";1988;"Unprovoked";"USA";"Florida";"Shell Island Panama City Beach, Bay County";"FATAL, thigh & hand lacerated";"3 m [10'] bull shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.a-Martin.pdf"
"22-Aug-1988";1988;"Provoked";"USA";"Louisiana";"New Orleans";"Arm bitten by captive shark PROVOKED INCIDENT";"Tiger shark, 1.8 m [6']";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.b-Beevers.pdf"
"22-Aug-1988";1988;"Unprovoked";"ITALY";"Manfredonia ";"Ippocampo";"Survived";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.a-Ippocampo.pdf"
"19-Aug-1988";1988;"Unprovoked";"JAPAN";"Tokyo Prefecture";"Ogasawara Islands";"Survived";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.19-Japan.pdf"
"11-Aug-1988";1988;"Unprovoked";"USA";"California";"Klamath River, Del Norte County";"Thigh bitten";"2.4 m to 3 m [8' to 10'] white shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.11-LaFazio_Collier.pdf"
"23-Jul-1988";1988;"Unprovoked";"BAHAMAS";"";"";"Hand bitten";"2 m to 2.5 m shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.23-Isham.pdf"
"19-Jul-1988";1988;"Unprovoked";"BAHAMAS";"";"";"Cheek bitten";"1.5 m [5'] Caribbean reef shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.19-Press.pdf"
"17-Jul-1988";1988;"Unprovoked";"BAHAMAS";"";"";"Right palm lacerated";"1.5 m [5'] Caribbean reef shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.17-Perrine.pdf"
"11-Jul-1988";1988;"Unprovoked";"USA";"Florida";"Jensen Beach, Martin County";"Punctures & deep scratches to foot & buttock";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.11-female_Jensen Beach.pdf"
"04-Jul-1988";1988;"Unprovoked";"USA";"Florida";"New Smyrna Beach, Volusia County";"Punctures to lower left leg & foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.b-Bourgeois.pdf"
"04-Jul-1988";1988;"Unprovoked";"BAHAMAS";"";"";"Leg lacerated";"1.5 m [5'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.a-Nickerson.pdf"
"Jul-1988";1988;"Unprovoked";"BAHAMAS";"";"";"Lacerations to arm";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.00-Albury.pdf"
"16-Jun-1988";1988;"Unprovoked";"SOUTH AFRICA";"Western Cape Province";"Sculphoek";"Left arm lacerated";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.19-VanRensburg.pdf"
"16-Jun-1988";1988;"Unprovoked";"USA";"North Carolina";"Ocracoke, Hyde County";"Survived";"Sandtiger shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.16-diver.pdf"
"09-Jun-1988";1988;"Unprovoked";"USA";"South Carolina";"Sea Pines Beach Club, Hilton Head, Beaufort County";"Left leg bitten";"Sand shark?";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.09-Dotter.pdf"
"05-Jun-1988";1988;"Unprovoked";"USA";"Florida";"Daytona Beach, Volusia County";"Four lacerations to his ankle";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.05-JasonJones.pdf"
"01-Jun-1988";1988;"Unprovoked";"USA";"Florida";"Daytona Beach, Volusia County";"Cuts to right foot and ankle";"1.8 m to 2.4 m [6' to 8'] shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.01-DeCora.pdf"
"27-May-1988";1988;"Unprovoked";"SOUTH KOREA";"";"";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.27-Ko Bong-se.pdf"
"10-May-1988";1988;"Unprovoked";"USA";"Florida";"Paradise Beach Park, Brevard County";"Left foot bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.10-Barone.pdf"
"04-May-1988";1988;"Unprovoked";"USA";"Florida";"Melbourne Beach, Brevard County";"Left leg & right foot bitten";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.04-Rhoades.pdf"
"28-Apr-1988";1988;"Unprovoked";"REUNION";"Saint-Louis";"Embouchure de l'étang du Gol";"FATAL";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.28-Reunion.pdf"
"24-Apr-1988";1988;"Unprovoked";"USA";"California";"North of Morro Rock, San Luis Obispo County";"No Injury";"White shark";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.24-Rudy_Collier.pdf"
"15-Apr-1988";1988;"Unprovoked";"USA";"Florida";"Singer Island, Riviera Beach, Palm Beach County";"Lacerations to left foot";"";"http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.15.a-Nicholson.pdf"
